id;code;codein;name;high;low;varbid;pctchange;bid;ask;create_date
40841;EUR;BRL;EURO/REAL BRASILEIRO;5.509;5.502;0.005;0.08;5.506;5.509;2023-03-07 02:04:34.203361
40842;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.207;6.194;0.009;0.14;6.203;6.204;2023-03-07 02:04:34.203361
40843;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 02:04:34.203361
40844;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-634;-0.54;116565;116599;2023-03-07 02:04:34.203361
40845;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.79;451.51;-7.94;-1.7;457.07;458.76;2023-03-07 02:04:34.203361
40846;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 02:04:34.203361
40847;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.539;5.531;0;0;5.535;5.539;2023-03-07 02:04:34.203361
40848;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.472;3.466;0.004;0.13;3.47;3.472;2023-03-07 02:04:34.203361
40849;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.01;-1.28;0.742;0.743;2023-03-07 02:04:34.203361
40850;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 02:04:34.203361
40851;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;-51.05;-0.62;8140.87;8181.94;2023-03-07 02:04:34.203361
40852;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0.02;1.1;1.91;1.92;2023-03-07 02:04:34.203361
40853;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 02:09:33.511579
40854;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 02:09:33.511579
40855;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.788;3.784;0.002;0.06;3.786;3.788;2023-03-07 02:09:33.511579
40856;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.007;0.13;5.508;5.512;2023-03-07 02:09:33.511579
40857;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.012;0.19;6.205;6.208;2023-03-07 02:09:33.511579
40858;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 02:09:33.511579
40859;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-624;-0.53;116462;116502;2023-03-07 02:09:33.511579
40860;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.79;451.51;-7.94;-1.7;457.33;458.76;2023-03-07 02:09:33.511579
40861;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 02:09:33.511579
40862;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.539;5.531;0.001;0.01;5.535;5.539;2023-03-07 02:09:33.511579
40863;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.473;3.466;0.007;0.19;3.472;3.474;2023-03-07 02:09:33.511579
40864;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.009;-1.25;0.743;0.743;2023-03-07 02:09:33.511579
40865;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 02:09:33.511579
40866;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;-51.05;-0.62;8142.18;8181.69;2023-03-07 02:09:33.511579
40867;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0.01;0.62;1.91;1.91;2023-03-07 02:09:33.511579
40868;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 02:14:34.064801
40869;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 02:14:34.064801
40870;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.788;3.784;0.003;0.09;3.787;3.789;2023-03-07 02:14:34.064801
40871;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.008;0.14;5.509;5.512;2023-03-07 02:14:34.064801
40872;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.012;0.19;6.206;6.207;2023-03-07 02:14:34.064801
40873;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 02:14:34.064801
40874;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-775;-0.66;116342;116375;2023-03-07 02:14:34.064801
40875;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.79;451.51;-7.94;-1.7;457.72;458.73;2023-03-07 02:14:34.064801
40876;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 02:14:34.064801
40877;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.54;5.531;0.003;0.06;5.539;5.541;2023-03-07 02:14:34.064801
40878;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.477;3.466;0.01;0.28;3.476;3.477;2023-03-07 02:14:34.064801
40879;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.744;-0.008;-1.13;0.744;0.744;2023-03-07 02:14:34.064801
40880;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 02:14:34.064801
40881;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;-51.05;-0.62;8135.51;8177.36;2023-03-07 02:14:34.064801
40882;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0.01;0.62;1.91;1.91;2023-03-07 02:14:34.064801
40883;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 02:19:33.505944
40884;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 02:19:33.505944
40885;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.004;0.12;3.789;3.79;2023-03-07 02:19:33.505944
40886;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.007;0.13;5.508;5.512;2023-03-07 02:19:33.505944
40887;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.012;0.2;6.206;6.208;2023-03-07 02:19:33.505944
40888;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 02:19:33.505944
40889;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-727;-0.62;116386;116419;2023-03-07 02:19:33.505944
40890;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.79;451.51;-7.94;-1.7;456.76;458.16;2023-03-07 02:19:33.505944
40891;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 02:19:33.505944
40892;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.539;5.531;0.002;0.03;5.537;5.539;2023-03-07 02:19:33.505944
40893;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.473;3.466;0.005;0.15;3.471;3.472;2023-03-07 02:19:33.505944
40894;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.01;-1.3;0.743;0.743;2023-03-07 02:19:33.505944
40895;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 02:19:33.505944
40896;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;-60.23;-0.73;8137.55;8171.7;2023-03-07 02:19:33.505944
40897;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0.01;0.62;1.91;1.91;2023-03-07 02:19:33.505944
40898;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 02:24:33.657386
40899;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 02:24:33.657386
40900;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.004;0.12;3.789;3.79;2023-03-07 02:24:33.657386
40901;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.007;0.13;5.508;5.512;2023-03-07 02:24:33.657386
40902;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.012;0.19;6.205;6.208;2023-03-07 02:24:33.657386
40903;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 02:24:33.657386
40904;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-674;-0.58;116430;116463;2023-03-07 02:24:33.657386
40905;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.79;451.51;-8.92;-1.91;456.93;457.98;2023-03-07 02:24:33.657386
40906;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 02:24:33.657386
40907;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.541;5.531;0.004;0.06;5.538;5.542;2023-03-07 02:24:33.657386
40908;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.466;0.01;0.29;3.476;3.478;2023-03-07 02:24:33.657386
40909;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.009;-1.24;0.743;0.743;2023-03-07 02:24:33.657386
40910;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 02:24:33.657386
40911;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;-57.49;-0.7;8136.99;8171.7;2023-03-07 02:24:33.657386
40912;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0.01;0.67;1.91;1.91;2023-03-07 02:24:33.657386
40913;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 02:29:33.72863
40914;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 02:29:33.72863
40915;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.004;0.12;3.788;3.79;2023-03-07 02:29:33.72863
40916;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.006;0.1;5.507;5.51;2023-03-07 02:29:33.72863
40917;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.011;0.18;6.204;6.207;2023-03-07 02:29:33.72863
40918;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 02:29:33.72863
40919;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-708;-0.6;116430;116447;2023-03-07 02:29:33.72863
40920;LTC;BRL;LITECOIN/REAL BRASILEIRO;469.2;451.51;-11.77;-2.5;458.23;459.44;2023-03-07 02:29:33.72863
40921;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 02:29:33.72863
40922;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.541;5.531;0.003;0.06;5.539;5.541;2023-03-07 02:29:33.72863
40923;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.466;0.01;0.29;3.476;3.477;2023-03-07 02:29:33.72863
40924;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.009;-1.24;0.743;0.743;2023-03-07 02:29:33.72863
40925;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 02:29:33.72863
40926;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;-57.49;-0.7;8135.13;8171.55;2023-03-07 02:29:33.72863
40927;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0.01;0.52;1.91;1.91;2023-03-07 02:29:33.72863
40928;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 02:34:34.217419
40929;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 02:34:34.217419
40930;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.004;0.12;3.788;3.79;2023-03-07 02:34:34.217419
40931;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.006;0.11;5.507;5.511;2023-03-07 02:34:34.217419
40932;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.011;0.17;6.205;6.206;2023-03-07 02:34:34.217419
40933;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 02:34:34.217419
40934;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-706;-0.6;116451;116472;2023-03-07 02:34:34.217419
40935;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.79;451.51;-9.09;-1.95;456.63;457.81;2023-03-07 02:34:34.217419
40936;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 02:34:34.217419
40937;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.541;5.531;0.004;0.06;5.538;5.542;2023-03-07 02:34:34.217419
40938;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.466;0.01;0.28;3.476;3.477;2023-03-07 02:34:34.217419
40939;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.009;-1.25;0.743;0.743;2023-03-07 02:34:34.217419
40940;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 02:34:34.217419
40941;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;-57.49;-0.7;8138.61;8171.55;2023-03-07 02:34:34.217419
40942;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0.01;0.62;1.91;1.91;2023-03-07 02:34:34.217419
40943;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 02:39:34.06661
40944;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 02:39:34.06661
40945;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.004;0.11;3.788;3.789;2023-03-07 02:39:34.06661
40946;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.006;0.11;5.508;5.51;2023-03-07 02:39:34.06661
40947;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.01;0.16;6.204;6.205;2023-03-07 02:39:34.06661
40948;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 02:39:34.06661
40949;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-586;-0.5;116525;116545;2023-03-07 02:39:34.06661
40950;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.79;451.51;-9.27;-1.98;456.33;457.46;2023-03-07 02:39:34.06661
40951;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 02:39:34.06661
40952;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.541;5.531;0.004;0.06;5.538;5.542;2023-03-07 02:39:34.06661
40953;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.466;0.009;0.27;3.476;3.477;2023-03-07 02:39:34.06661
40954;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.009;-1.25;0.743;0.743;2023-03-07 02:39:34.06661
40955;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 02:39:34.06661
40956;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;-57.49;-0.7;8146.25;8183.27;2023-03-07 02:39:34.06661
40957;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0.02;0.99;1.91;1.91;2023-03-07 02:39:34.06661
40958;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 02:44:33.797408
40959;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 02:44:33.797408
40960;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.004;0.11;3.788;3.789;2023-03-07 02:44:33.797408
40961;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.007;0.13;5.508;5.512;2023-03-07 02:44:33.797408
40962;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.009;0.15;6.203;6.206;2023-03-07 02:44:33.797408
40963;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 02:44:33.797408
40964;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-629;-0.54;116350;116630;2023-03-07 02:44:33.797408
40965;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.79;451.51;-8.55;-1.83;456.91;457.79;2023-03-07 02:44:33.797408
40966;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 02:44:33.797408
40967;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.541;5.531;0.003;0.05;5.538;5.541;2023-03-07 02:44:33.797408
40968;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.466;0.011;0.31;3.476;3.478;2023-03-07 02:44:33.797408
40969;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.009;-1.25;0.743;0.743;2023-03-07 02:44:33.797408
40970;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 02:44:33.797408
40971;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;-57.49;-0.7;8143.59;8182.81;2023-03-07 02:44:33.797408
40972;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0.01;0.68;1.91;1.91;2023-03-07 02:44:33.797408
40973;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 02:49:32.868774
40974;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 02:49:32.868774
40975;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.004;0.11;3.788;3.79;2023-03-07 02:49:32.868774
40976;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.007;0.13;5.508;5.512;2023-03-07 02:49:32.868774
40977;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.012;0.18;6.205;6.208;2023-03-07 02:49:32.868774
40978;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 02:49:32.868774
40979;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-550;-0.47;116574;116588;2023-03-07 02:49:32.868774
40980;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.79;451.51;-9.27;-1.98;456.42;457.64;2023-03-07 02:49:32.868774
40981;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 02:49:32.868774
40982;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.541;5.531;0.004;0.06;5.538;5.542;2023-03-07 02:49:32.868774
40983;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.466;0.009;0.26;3.475;3.477;2023-03-07 02:49:32.868774
40984;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.009;-1.23;0.743;0.743;2023-03-07 02:49:32.868774
40985;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 02:49:32.868774
40986;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;-54.82;-0.67;8143.1;8181.21;2023-03-07 02:49:32.868774
40987;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0.02;0.93;1.91;1.91;2023-03-07 02:49:32.868774
40988;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 02:54:33.840319
40989;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 02:54:33.840319
40990;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.004;0.11;3.788;3.79;2023-03-07 02:54:33.840319
40991;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.007;0.13;5.509;5.511;2023-03-07 02:54:33.840319
40992;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.011;0.17;6.205;6.206;2023-03-07 02:54:33.840319
40993;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 02:54:33.840319
40994;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-542;-0.46;116540;116551;2023-03-07 02:54:33.840319
40995;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.79;451.51;-9.43;-2.02;455.35;456.62;2023-03-07 02:54:33.840319
40996;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 02:54:33.840319
40997;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.542;5.531;0.003;0.06;5.538;5.541;2023-03-07 02:54:33.840319
40998;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.466;0.011;0.31;3.477;3.478;2023-03-07 02:54:33.840319
40999;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.009;-1.24;0.743;0.743;2023-03-07 02:54:33.840319
41000;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 02:54:33.840319
41001;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;-23.23;-0.28;8147.74;8189.08;2023-03-07 02:54:33.840319
41002;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0.02;0.93;1.91;1.91;2023-03-07 02:54:33.840319
41003;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 02:59:33.793967
41004;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 02:59:33.793967
41005;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.004;0.12;3.789;3.79;2023-03-07 02:59:33.793967
41006;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.006;0.1;5.507;5.51;2023-03-07 02:59:33.793967
41007;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.012;0.18;6.205;6.208;2023-03-07 02:59:33.793967
41008;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 02:59:33.793967
41009;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-573;-0.49;116550;116564;2023-03-07 02:59:33.793967
41010;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.79;451.51;-9.66;-2.07;455.65;456.76;2023-03-07 02:59:33.793967
41011;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 02:59:33.793967
41012;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.542;5.531;0.005;0.09;5.541;5.542;2023-03-07 02:59:33.793967
41013;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.466;0.01;0.29;3.476;3.477;2023-03-07 02:59:33.793967
41014;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.009;-1.24;0.743;0.743;2023-03-07 02:59:33.793967
41015;ILS;BRL;NOVO SHEKEL ISRAELENSE/REAL BRASILEIRO;1.434;1.434;0.015;1.08;1.434;1.434;2023-03-07 02:59:33.793967
41016;ETH;BRL;ETHEREUM/REAL BRASILEIRO;8263.11;8085.88;-23.23;-0.28;8148.78;8186.04;2023-03-07 02:59:33.793967
41017;XRP;BRL;XRP/REAL BRASILEIRO;1.95;1.89;0.02;0.99;1.91;1.92;2023-03-07 02:59:33.793967
41018;USD;BRL;DÓLAR AMERICANO/REAL BRASILEIRO;5.154;5.154;0;0.01;5.153;5.154;2023-03-07 03:04:33.574859
41019;USD;BRLT;DÓLAR AMERICANO/REAL BRASILEIRO TURISMO;5.195;5.195;0;0;5.04;5.35;2023-03-07 03:04:33.574859
41020;CAD;BRL;DÓLAR CANADENSE/REAL BRASILEIRO;3.79;3.784;0.004;0.1;3.788;3.789;2023-03-07 03:04:33.574859
41021;EUR;BRL;EURO/REAL BRASILEIRO;5.511;5.502;0.005;0.09;5.506;5.51;2023-03-07 03:04:33.574859
41022;GBP;BRL;LIBRA ESTERLINA/REAL BRASILEIRO;6.208;6.194;0.01;0.16;6.203;6.206;2023-03-07 03:04:33.574859
41023;ARS;BRL;PESO ARGENTINO/REAL BRASILEIRO;0.026;0.026;0;0;0.026;0.026;2023-03-07 03:04:33.574859
41024;BTC;BRL;BITCOIN/REAL BRASILEIRO;117661;116000;-573;-0.49;116550;116564;2023-03-07 03:04:33.574859
41025;LTC;BRL;LITECOIN/REAL BRASILEIRO;466.79;451.51;-11.09;-2.38;455.1;456.4;2023-03-07 03:04:33.574859
41026;JPY;BRL;IENE JAPONÊS/REAL BRASILEIRO;0.038;0.038;0;0;0.038;0.038;2023-03-07 03:04:33.574859
41027;CHF;BRL;FRANCO SUÍÇO/REAL BRASILEIRO;5.542;5.531;0.003;0.06;5.538;5.541;2023-03-07 03:04:33.574859
41028;AUD;BRL;DÓLAR AUSTRALIANO/REAL BRASILEIRO;3.478;3.466;0.01;0.3;3.476;3.478;2023-03-07 03:04:33.574859
41029;CNY;BRL;YUAN CHINÊS/REAL BRASILEIRO;0.744;0.742;-0.009;-1.25;0.743;0.743;2023-03-07 03:04:33.574859
